Nombre,Email,Telefono,Codigo_Postal,Codeigo_Escuela
Denominación específica: Montessori Dream,Dirección de correo electrónico: info@montessoridream.com  ,Teléfono:,Código postal: 14012,14012679
Denominación específica: Nubes de Algodón,Dirección de correo electrónico: einubesdealgodon@hotmail.es  ,Teléfono: 620742250,Código postal: 14014,14012412
Denominación específica: Nuestra Señora del Rosario,Dirección de correo electrónico: ntrasradelrosarioei@gmail.com  ,Teléfono: 957391529,Código postal: 14005,14011985
Denominación específica: Pasitos,Dirección de correo electrónico: pasitoscordoba@gmail.com  ,Teléfono: 666909600,Código postal: 14014,14011377
Denominación específica: Piratas,Dirección de correo electrónico: piratasjardindeinfancia@hotmail.com  ,Teléfono: 957471347,Código postal: 14002,14010853
Denominación específica: Playschool,Dirección de correo electrónico:   ,Teléfono:,Código postal: 14011,14010804
Denominación específica: Ratón Pérez,Dirección de correo electrónico: isabel19602009@hotmail.es  ,Teléfono: 663187180,Código postal: 14014,14011687
Denominación específica: San Cayetano II,Dirección de correo electrónico: escuelainfantilsancayetano@hotmail.com  ,Teléfono: 649330167,Código postal: 14001,14012758
Denominación específica: Santa Victoria 1,Dirección de correo electrónico: secretaria.ceisantavictoria@fdemartires.es  ,Teléfono: 957271122,Código postal: 14012,14012369
Denominación específica: Sonrisas,Dirección de correo electrónico: ceisonrisas125@gmail.com   ,Teléfono: 646949655,Código postal: 14012,14012643
Denominación específica: Sunnyside,Dirección de correo electrónico:   ,Teléfono: 686258988,Código postal: 14001,14012357
Denominación específica: Supli Levante,Dirección de correo electrónico: auxiarimo@hotmail.com  ,Teléfono: 957072737,Código postal: 14007,14011161
Denominación específica: Teddy,Dirección de correo electrónico: escuelateddy00@yahoo.es  ,Teléfono: 957452248,Código postal: 14004,14007192
Denominación específica: Tom Sawyer,Dirección de correo electrónico: conchi_tomsawyer@hotmail.com  ,Teléfono: 957414530,Código postal: 14004,14011389
Denominación específica: Tutuá,Dirección de correo electrónico: centroinfantiltutua@gmail.com  ,Teléfono: 957411588,Código postal: 14005,14012281
Denominación específica: Zaida,Dirección de correo electrónico: centroinfantilzaida@hotmail.com  ,Teléfono: 957231259,Código postal: 14004,14012424
Denominación específica: Cordobilla,Dirección de correo electrónico: ceicordobilla@hotmail.com  ,Teléfono: 957607584,Código postal: 14500,14010713
Denominación específica: Ilusión,Dirección de correo electrónico: escuelainfantil.ilusion@gmail.com  ,Teléfono: 680708357,Código postal: 14620,14012114
Denominación específica: Mi Primer Cole,Dirección de correo electrónico: nuestroprimercole@gmail.com  ,Teléfono: 957381277,Código postal: 14520,14011951
Denominación específica: Arco Iris 1,Dirección de correo electrónico: eiarcoiris1@andaluciajunta.es  ,Teléfono: 957049986,Código postal: 14120,14011638
Denominación específica: Dumbo II,Dirección de correo electrónico: dumboescuelainfantil@gmail.com  ,Teléfono: 957638063,Código postal: 14120,14011833
Denominación específica: Bambino,Dirección de correo electrónico: bambigranados@gmail.com  ,Teléfono: 957591011,Código postal: 14900,14601004
Denominación específica: El Canguro,Dirección de correo electrónico: elcanguro@telefonica.net  ,Teléfono: 957591340,Código postal: 14900,14601247
Denominación específica: Heidi,Dirección de correo electrónico: heidiguarde@hotmail.com  ,Teléfono: 957515973,Código postal: 14900,14010142
Denominación específica: Las Abejitas,Dirección de correo electrónico: guarderialasabejitas@gmail.com  ,Teléfono: 617798835,Código postal: 14900,14012394
Denominación específica: Mi Solete,Dirección de correo electrónico: ceimisolete@hotmail.com  ,Teléfono: 669878046,Código postal: 14900,14010889
Denominación específica: Dumbo,Dirección de correo electrónico: g_algaba@hotmail.com  ,Teléfono: 957650403,Código postal: 14550,14008691
Denominación específica: Mi Cole,Dirección de correo electrónico: info@micolemontilla.com  ,Teléfono: 606323294,Código postal: 14550,14011973
Denominación específica: Pasitos,Dirección de correo electrónico: escuelapasitos@hotmail.com  ,Teléfono: 654087007,Código postal: 14600,14011997
Denominación específica: Churrete,Dirección de correo electrónico: 14011225.edu@juntadeandalucia.es  ,Teléfono: 957643934,Código postal: 14700,14011225
Denominación específica: Hermosines,Dirección de correo electrónico: hermosines@hotmail.com  ,Teléfono: 646493404,Código postal: 14700,14011481
Denominación específica: Mis Primeros Pasos,Dirección de correo electrónico: escuelainfantilmisprimerospasos@hotmail.com  ,Teléfono: 957644535,Código postal: 14700,14008305
Denominación específica: Palma del Río,Dirección de correo electrónico: cmeipasitos@gmail.com  ,Teléfono: 957643562,Código postal: 14700,14008123
Denominación específica: Arcoíris,Dirección de correo electrónico:   ,Teléfono:,Código postal: 14400,14013040
Denominación específica: La Luna,Dirección de correo electrónico: esculuna@gmail.com  ,Teléfono: 957771463,Código postal: 14400,14010919
Denominación específica: Bambi II,Dirección de correo electrónico: info@escuelainfantilbambi.net  ,Teléfono: 957542597,Código postal: 14800,14010831
Denominación específica: Ángel de la Guarda,Dirección de correo electrónico: escuelainfantilangeldelaguarda69@hotmail.com  ,Teléfono: 957603461,Código postal: 14500,14007799
Denominación específica: Proyecto Educa,Dirección de correo electrónico: proyectoeducaavas@gmail.com  ,Teléfono: 957609898,Código postal: 14500,14010725
Denominación específica: Bambi,Dirección de correo electrónico: rcarenas1@hotmail.com  ,Teléfono: 957533546,Código postal: 14960,14601260
Denominación específica: Sotogordo,Dirección de correo electrónico: ceisotogordo@hotmail.com  ,Teléfono: 957617151,Código postal: 14512,14010555
"Denominación específica: Jesús, María y José",Dirección de correo electrónico: 14006679.edu@juntadeandalucia.es  ,Teléfono: 957190044,Código postal: 14420,14012527
Denominación específica: Juanita Méndez,Dirección de correo electrónico: 14011407.edu@juntadeandalucia.es  ,Teléfono: 687592737,Código postal: 14440,14011407
Denominación específica: Chacolines Albolote,Dirección de correo electrónico: info@escuelainfantilchacolinesalbolote.com  ,Teléfono: 958988060,Código postal: 18220,18015021
Denominación específica: Galopín,Dirección de correo electrónico: 18010321.edu@juntadeandalucia.es  ,Teléfono: 958430684,Código postal: 18220,18010321
Denominación específica: Patosos,Dirección de correo electrónico: ceipatosos@gmail.com  ,Teléfono: 640337201,Código postal: 18220,18014105
Denominación específica: Parque de los Soles,Dirección de correo electrónico: sorayablascosanchez@hotmail.com  ,Teléfono: 657665212,Código postal: 18620,18015353
Denominación específica: La Tribu,Dirección de correo electrónico: ei.latribu@hotmail.com  ,Teléfono:,Código postal: 18690,18015407
Denominación específica: Baúl de Ilusiones,Dirección de correo electrónico: 18013711.edu@juntadeandalucia.es  ,Teléfono: 637580055,Código postal: 18102,18013711
Denominación específica: D'Nenes,Dirección de correo electrónico: info@d-nenes.es  ,Teléfono: 958551165,Código postal: 18100,18014831
Denominación específica: Monigotes,Dirección de correo electrónico: marinals_75@hotmail.com  ,Teléfono: 625057571,Código postal: 18100,18015237
Denominación específica: Colorín Colorao,Dirección de correo electrónico: araceli@colorincolorao.com  ,Teléfono: 617687907,Código postal: 18230,18014403
Denominación específica: Mediterráneo Baza,Dirección de correo electrónico: 18013411.edu@juntadeandalucia.es  ,Teléfono: 635290078,Código postal: 18800,18013411
Denominación específica: La Casita de Juguete,Dirección de correo electrónico: marpc312@hotmail.com  ,Teléfono: 635411636,Código postal: 18101,18015158
Denominación específica: Patucos,Dirección de correo electrónico: 18013401.edu@juntadeandalucia.es  ,Teléfono: 958636312,Código postal: 18193,18013401
Denominación específica: Virgen del Mar,Dirección de correo electrónico: guarderiavirgendelmar@hotmail.com  ,Teléfono: 958623209,Código postal: 18730,18014592
Denominación específica: Patitos del Genil,Dirección de correo electrónico: 18009021.edu@juntadeandalucia.es  ,Teléfono: 958487403,Código postal: 18190,18009021
Denominación específica: Ábaco,Dirección de correo electrónico:   ,Teléfono:,Código postal: 18194,18015419
Denominación específica: Nursery School Baby Granada,Dirección de correo electrónico: juliaportalr@hotmail.com  ,Teléfono: 625079921,Código postal: 18197,18015274
Denominación específica: El Principito,Dirección de correo electrónico: info@guarderiacullarvega.es  ,Teléfono: 958012707,Código postal: 18195,18015080
Denominación específica: Mi Pequeña Granja,Dirección de correo electrónico: 18006662.edu@juntadeandalucia.es / pequegranja.cole@telefonica.net  ,Teléfono: 958586900,Código postal: 18195,18006662
Denominación específica: Chupetes,Dirección de correo electrónico: pequeduca.ct@gmail.com  ,Teléfono: 636944957,Código postal: 18613,18014841
Denominación específica: Baby's,Dirección de correo electrónico: ali_db82@hotmail.com  ,Teléfono: 633614220,Código postal: 18110,18015195
Denominación específica: La Biznaga,Dirección de correo electrónico: info.labiznagacentroinfantil@gmail.com  ,Teléfono: 691780028,Código postal: 18110,18014351
Denominación específica: Nube de Algodón,Dirección de correo electrónico:   ,Teléfono: 958165432,Código postal: 18110,18014919
Denominación específica: Mariló,Dirección de correo electrónico:   ,Teléfono: 958598912,Código postal: 18150,18015316
Denominación específica: Amanecer,Dirección de correo electrónico: patarmonia@hotmail.com  ,Teléfono: 958270383,Código postal: 18015,18601606
Denominación específica: Bola de Oro,Dirección de correo electrónico: administracion@escuelainfantilboladeoro.com  ,Teléfono: 635439221,Código postal: 18008,18014920
Denominación específica: Caracoles,Dirección de correo electrónico: ceicaracoles@gmail.com  ,Teléfono: 958076175,Código postal: 18012,18014397
"Denominación específica: Centro Infantil Abierto ""Luden""",Dirección de correo electrónico: ludensca@telefonica.net  ,Teléfono: 958200639,Código postal: 18015,18009018
Denominación específica: Colorines,Dirección de correo electrónico: 18009055.edu@juntadeandalucia.es  ,Teléfono: 958162124,Código postal: 18014,18009055
Denominación específica: Garabatos,Dirección de correo electrónico: abgarabatos@gmail.com  ,Teléfono: 958817506,Código postal: 18008,18006698
Denominación específica: Garden,Dirección de correo electrónico: cristinagardengranada@gmail.com  ,Teléfono: 661280599,Código postal: 18004,18015331
Denominación específica: La Casa de Oikodoro,Dirección de correo electrónico: direccion@lacasadeoikodoro.es  ,Teléfono: 622823575,Código postal: 18013,18015110
Denominación específica: La Guarde,Dirección de correo electrónico: la-guarde@hotmail.com  ,Teléfono: 659770678,Código postal: 18007,18015109
Denominación específica: Los Ángeles,Dirección de correo electrónico: laura.caurcel@gmail.com  ,Teléfono: 958223312,Código postal: 18008,18601631
Denominación específica: Mami,Dirección de correo electrónico: c_i_mami@hotmail.com  ,Teléfono: 958272016,Código postal: 18004,18004100
Denominación específica: María Inmaculada,Dirección de correo electrónico: einfinmaculada@gmail.com  ,Teléfono: 958814306,Código postal: 18006,18601515
Denominación específica: Mofletes,Dirección de correo electrónico: centrosinfantilesmofletes@gmail.com  ,Teléfono: 958072818,Código postal: 18014,18015171
Denominación específica: Pasito a Pasito,Dirección de correo electrónico: c.i.pasitoapasito@gmail.com  ,Teléfono: 697609482,Código postal: 18015,18014117
Denominación específica: Pizarrín,Dirección de correo electrónico: directora@centroinfantilpizarrin.com  ,Teléfono: 958284103,Código postal: 18012,18008361
Denominación específica: Sagrada Familia,Dirección de correo electrónico: ciadultoscartuja@hotmail.com  ,Teléfono: 958157196,Código postal: 18011,18601564
Denominación específica: Snoopy,Dirección de correo electrónico: centroisnoopy@hotmail.com  ,Teléfono: 958817974,Código postal: 18007,18004136
