Nombre,Email,Telefono,Codigo_Postal,Tipo Centro,Codigo_Escuela
Denominación específica: Divina Pastora,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11550,Naturaleza: Centro privado,11002250
Denominación específica: Cristo de las Misericordias,Dirección de correo electrónico: 11002286.edu@juntadeandalucia.es  ,Teléfono: 956386912,Código postal: 11550,Naturaleza: Centro público,11002286
Denominación específica: Los Argonautas,Dirección de correo electrónico: 11002298.edu@juntadeandalucia.es - coleargonautas@gmail.com  ,Teléfono: 956386559,Código postal: 11550,Naturaleza: Centro público,11002298
Denominación específica: Príncipe Felipe,Dirección de correo electrónico: 11603178.edu@juntadeandalucia.es  ,Teléfono: 956386900,Código postal: 11550,Naturaleza: Centro público,11603178
Denominación específica: Francisco Fernández Pózar,Dirección de correo electrónico: 11603300.edu@juntadeandalucia.es  ,Teléfono: 956459680,Código postal: 11140,Naturaleza: Centro público,11603300
Denominación específica: Tomás Iglesias Pérez,Dirección de correo electrónico: 11001324.edu@juntadeandalucia.es  ,Teléfono: 956459697,Código postal: 11140,Naturaleza: Centro público,11001324
Denominación específica: San Isidro Labrador,Dirección de correo electrónico: 11001026.edu@juntadeandalucia.es  ,Teléfono: 956709957,Código postal: 11649,Naturaleza: Centro público,11001026
Denominación específica: Ntra. Sra. del Rosario,Dirección de correo electrónico: 11002353.edu@juntadeandalucia.es  ,Teléfono: 956128660,Código postal: 11687,Naturaleza: Centro público,11002353
Denominación específica: Pelayo,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11390,Naturaleza: Centro público,11000496
Denominación específica: El Centro Inglés,Dirección de correo electrónico: directorgestion@elcentroingles.es      oficina1@elcentroingles.es  ,Teléfono: 956850560,Código postal: 11500,Naturaleza: Centro privado,11007341
Denominación específica: Espíritu Santo,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11500,Naturaleza: Centro privado,11004325
Denominación específica: Guadalete,Dirección de correo electrónico: secretaria.guadalete@grazalema-guadalete.com  ,Teléfono: 956561646,Código postal: 11500,Naturaleza: Centro privado,11004465
Denominación específica: Luisa de Marillac,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11500,Naturaleza: Centro privado,11004283
Denominación específica: Nuestra Señora de Lourdes,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11500,Naturaleza: Centro privado,11004362
Denominación específica: Castillo de Doña Blanca,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11500,Naturaleza: Centro público,11004568
Denominación específica: Cristóbal Colón,Dirección de correo electrónico: 11004209.edu@juntadeandalucia.es  ,Teléfono: 956243531,Código postal: 11500,Naturaleza: Centro público,11004209
Denominación específica: José Luis Poullet,Dirección de correo electrónico: 11004453.edu@juntadeandalucia.es  ,Teléfono: 956243952,Código postal: 11500,Naturaleza: Centro público,11004453
Denominación específica: Las Nieves,Dirección de correo electrónico: 11603521.edu@juntadeandalucia.es  ,Teléfono: 956243983,Código postal: 11500,Naturaleza: Centro público,11603521
Denominación específica: Menesteo,Dirección de correo electrónico: 11603245.edu@juntadeandalucia.es  ,Teléfono: 956243906,Código postal: 11500,Naturaleza: Centro público,11603245
Denominación específica: Sagrado Corazón de Jesús,Dirección de correo electrónico: 11004246.edu@juntadeandalucia.es  ,Teléfono: 956243931,Código postal: 11500,Naturaleza: Centro público,11004246
Denominación específica: Valdelagrana,Dirección de correo electrónico: 11603026.edu@juntadeandalucia.es  ,Teléfono: 956243977,Código postal: 11500,Naturaleza: Centro público,11603026
Denominación específica: Guadalete,Dirección de correo electrónico: 11003588.edu@juntadeandalucia.es  ,Teléfono: 856811949,Código postal: 11594,Naturaleza: Centro público,11003588
Denominación específica: San Bernardo,Dirección de correo electrónico: 11005664.edu@juntadeandalucia.es  ,Teléfono: 956670269,Código postal: 11368,Naturaleza: Centro público,11005664
Denominación específica: Divina Pastora,Dirección de correo electrónico: 11005895.edu@juntadeandalucia.es  ,Teléfono: 956459730,Código postal: 11391,Naturaleza: Centro público,11005895
Denominación específica: Antonio Machado,Dirección de correo electrónico: 11002407.edu@juntadeandalucia.es  ,Teléfono: 956128591,Código postal: 11610,Naturaleza: Centro público,11002407
Denominación específica: Tomasa Pinilla,Dirección de correo electrónico: 11002493.edu@juntadeandalucia.es  ,Teléfono: 856811962,Código postal: 11591,Naturaleza: Centro público,11002493
Denominación específica: Juan XXIII,Dirección de correo electrónico: 11000757.edu@juntadeandalucia.es  ,Teléfono: 956709949,Código postal: 11620,Naturaleza: Centro público,11000757
Denominación específica: Campus El Sabio,Dirección de correo electrónico: secretariatecnica@menesteo.es  ,Teléfono: 956900200,Código postal: 11408,Naturaleza: Centro privado,11011664
Denominación específica: Colegio San José,Dirección de correo electrónico: sanjose@fundacionxafer.org  ,Teléfono: 956305325,Código postal: 11407,Naturaleza: Centro privado,11002766
Denominación específica: Jesús María-Asunción,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11406,Naturaleza: Centro privado,11002717
Denominación específica: La Salle,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11402,Naturaleza: Centro privado,11002924
Denominación específica: Madre de Dios,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11401,Naturaleza: Centro privado,11003011
Denominación específica: María Auxiliadora,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11407,Naturaleza: Centro privado,11002808
Denominación específica: Montealto,Dirección de correo electrónico: 11003451.edu@juntadeandalucia.es  ,Teléfono: 956311003,Código postal: 11407,Naturaleza: Centro privado,11003451
Denominación específica: Nuestra Señora del Rosario,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11403,Naturaleza: Centro privado,11002730
Denominación específica: Sagrado Corazón de Jesús,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11401,Naturaleza: Centro privado,11002754
Denominación específica: San José,Dirección de correo electrónico: secretariasanjose@lasalleandalucia.net  ,Teléfono: 956342352,Código postal: 11403,Naturaleza: Centro privado,11002778
Denominación específica: Al Ándalus,Dirección de correo electrónico: 11002523.edu@juntadeandalucia.es  ,Teléfono: 856811965,Código postal: 11401,Naturaleza: Centro público,11002523
Denominación específica: Andrés de Ribera,Dirección de correo electrónico: 11003059.edu@juntadeandalucia.es  ,Teléfono: 856811900,Código postal: 11407,Naturaleza: Centro público,11003059
Denominación específica: Arana Beato,Dirección de correo electrónico: 11008094.edu@juntadeandalucia.es  ,Teléfono: 856811804,Código postal: 11406,Naturaleza: Centro público,11008094
Denominación específica: Ciudad de Jerez,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11406,Naturaleza: Centro público,11008252
Denominación específica: El Membrillar,Dirección de correo electrónico: 11006565.edu@juntadeandalucia.es  ,Teléfono: 856811652,Código postal: 11405,Naturaleza: Centro público,11006565
Denominación específica: Elio Antonio de Nebrija,Dirección de correo electrónico: 11006425.edu@juntadeandalucia.es  ,Teléfono: 856811979,Código postal: 11405,Naturaleza: Centro público,11006425
Denominación específica: Federico Mayo,Dirección de correo electrónico: 11002560.edu@juntadeandalucia.es  ,Teléfono: 856811970,Código postal: 11408,Naturaleza: Centro público,11002560
Denominación específica: Isabel La Católica,Dirección de correo electrónico: 11002547.edu@juntadeandalucia.es  ,Teléfono: 856811967,Código postal: 11404,Naturaleza: Centro público,11002547
Denominación específica: La Alcazaba,Dirección de correo electrónico: 11008288.edu@juntadeandalucia.es  ,Teléfono: 856811586,Código postal: 11405,Naturaleza: Centro público,11008288
Denominación específica: La Unión,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11407,Naturaleza: Centro público,11007557
Denominación específica: Lomopardo,Dirección de correo electrónico: 11008136.edu@juntadeandalucia.es  ,Teléfono: 856811806,Código postal: 11406,Naturaleza: Centro público,11008136
Denominación específica: Manuel de Falla,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11406,Naturaleza: Centro público,11007028
Denominación específica: Montealegre,Dirección de correo electrónico: 11602991.edu@juntadeandalucia.es  ,Teléfono: 856811555,Código postal: 11406,Naturaleza: Centro público,11602991
Denominación específica: Pío XII,Dirección de correo electrónico: 11006772.edu@juntadeandalucia.es  ,Teléfono: 856811537,Código postal: 11401,Naturaleza: Centro público,11006772
Denominación específica: Sagrada Familia,Dirección de correo electrónico: 11002951.edu@juntadeandalucia.es  ,Teléfono: 856811919,Código postal: 11404,Naturaleza: Centro público,11002951
Denominación específica: San Juan de Dios,Dirección de correo electrónico: 11003281.edu@juntadeandalucia.es  ,Teléfono: 856811654,Código postal: 11408,Naturaleza: Centro público,11003281
Denominación específica: Tartessos,Dirección de correo electrónico: 11006966.edu@juntadeandalucia.es  ,Teléfono: 856811910,Código postal: 11406,Naturaleza: Centro público,11006966
Denominación específica: Vallesequillo,Dirección de correo electrónico: 11003187.edu@juntadeandalucia.es  ,Teléfono: 856811924,Código postal: 11401,Naturaleza: Centro público,11003187
Denominación específica: Ntra. Sra. Reina de los Ángeles,Dirección de correo electrónico: 11003621.edu@juntadeandalucia.es  ,Teléfono: 956670914,Código postal: 11330,Naturaleza: Centro público,11003621
Denominación específica: Barca de la Florida,Dirección de correo electrónico: 11002444.edu@juntadeandalucia.es  ,Teléfono: 856811899,Código postal: 11570,Naturaleza: Centro público,11002444
Denominación específica: La Jara,Dirección de correo electrónico: 11603063.edu@juntadeandalucia.es  ,Teléfono: 956386562,Código postal: 11540,Naturaleza: Centro público,11603063
Denominación específica: Providencia del Sagrado Corazón,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11300,Naturaleza: Centro privado,11003813
Denominación específica: Buenos Aires,Dirección de correo electrónico: 11603579.edu@juntadeandalucia.es  ,Teléfono: 956670785,Código postal: 11300,Naturaleza: Centro público,11603579
Denominación específica: Gibraltar,Dirección de correo electrónico: 11007429.edu@juntadeandalucia.es  ,Teléfono: 956670605,Código postal: 11300,Naturaleza: Centro público,11007429
Denominación específica: Inmaculada Concepción,Dirección de correo electrónico: 11003761.edu@juntadeandalucia.es  ,Teléfono: 671534135,Código postal: 11300,Naturaleza: Centro público,11003761
Denominación específica: La Atunara,Dirección de correo electrónico: 11003795.edu@juntadeandalucia.es  ,Teléfono: 956670938,Código postal: 11300,Naturaleza: Centro público,11003795
Denominación específica: Pablo Picasso,Dirección de correo electrónico: 11603351.edu.juntadeandalucia.com  ,Teléfono: 956670608,Código postal: 11300,Naturaleza: Centro público,11603351
Denominación específica: San Felipe,Dirección de correo electrónico: 11007041.edu  ,Teléfono: 956670188,Código postal: 11300,Naturaleza: Centro público,11007041
Denominación específica: Santiago,Dirección de correo electrónico: 11007417.edu@juntadeandalucia.es  ,Teléfono: 956670989,Código postal: 11300,Naturaleza: Centro público,11007417
Denominación específica: Andalucía,Dirección de correo electrónico: 11007065.edu@juntadeandalucia.es  ,Teléfono: 956670588,Código postal: 11300,Naturaleza: Centro público,11007065
Denominación específica: Escuelas Profesionales de la Sagrada Familia-Nuestra Señora del Buen Consejo de Las Lomas,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11150,Naturaleza: Centro privado,11006127
Denominación específica: Maestro Don Juan González,Dirección de correo electrónico: 11007636.edu@juntadeandalucia.es  ,Teléfono: 956670994,Código postal: 11370,Naturaleza: Centro público,11007636
Denominación específica: San Ramón Nonato,Dirección de correo electrónico: 11007624.edu@juntadeandalucia.es  ,Teléfono: 956670991,Código postal: 11370,Naturaleza: Centro público,11007624
Denominación específica: Ángel Ruiz Enciso,Dirección de correo electrónico: 11603361.edu@juntadeandalucia.es  ,Teléfono: 956418922,Código postal: 11170,Naturaleza: Centro público,11603361
